|C100|0|1|315|55|00|1|64317|26150205390477000225550010000643171111003029|03022015|03022015|631,92|1|0,00|0|631,92|9|0,00|0,00|0,00|631,92|139,34|0|0|0,00|10,43|48,02|0|0|
|C100|0|1|596|55|00|1|110472|26150212620757000167550010001104721925019627|02022015|03022015|397,72|1|8,12|0|405,84|9|0,00|0,00|0,00|397,72|67,61|0|0|0,00|0,98|4,54|0|0|
|C100|0|1|92|55|00|1|646150|26150200231329000163550010006461501189150026|02022015|03022015|527,47|1|0,00|0|527,47|9|0,00|0,00|0,00|527,47|89,67|0|0|0,00|0,00|0,00|0|0|
|C100|0|1|567|55|00|1|571191|26150208029696000352550010005711911003584913|03022015|03022015|570,86|1|0,00|0|570,86|9|0,00|0,00|0,00|570,86|97,05|0|0|0,00|9,42|43,39|0|0|
|C100|0|1|2|55|00|2|639533|26150204609653000123550020006395331006395331|03022015|03022015|1553,85|0|14,95|0|1568,80|9|0,00|0,00|0,00|0,00|0,00|0|0|0,00|25,89|119,20|0|0|
|C100|0|1|765|55|00|1|914819|26150211507415000172550010009148191716754074|02022015|03022015|2546,10|1|0,00|0|2481,57|9|0,00|0,00|0,00|2481,57|421,87|0|0|64,53|40,95|188,55|0|0|
|C100|0|1|765|55|00|1|914818|26150211507415000172550010009148181945721525|02022015|03022015|2219,21|1|0,00|0|2112,45|9|0,00|0,00|0,00|1332,87|226,59|0|0|53,24|21,96|101,32|0|0|
|C100|0|1|137|55|00|55|112108|26150203619029000144550550001121081001121081|02022015|03022015|699,47|1|0,00|0|699,47|9|0,00|0,00|0,00|699,47|118,91|0|0|0,00|1,63|7,46|0|0|
|C100|0|1|25|55|00|1|353264|26150283310441003485550010003532641450517917|04022015|04022015|781,77|1|49,99|0|831,76|9|0,00|0,00|0,00|781,77|132,90|0|0|0,00|7,12|32,83|0|0|
|C100|0|1|106|55|00|1|806719|26150201238035000126550010008067191106057653|04022015|04022015|702,52|1|0,00|0|643,08|9|0,00|0,00|0,00|0,00|0,00|0|0|7,07|10,58|48,85|0|0|
|C100|0|1|803|55|00|1|25902|26150203721769000197550010000259021004052900|04022015|04022015|443,48|0|0,00|0|443,48|9|0,00|0,00|0,00|0,00|0,00|0|0|0,00|0,00|0,00|0|0|
|C100|0|1|733|55|00|100|67070|26150204609653000395551000000670701000670704|03022015|04022015|869,76|0|0,00|0|869,76|9|0,00|0,00|0,00|539,04|91,64|0|0|0,00|9,41|43,37|0|0|
|C100|0|1|733|55|00|100|67071|26150204609653000395551000000670711000670710|03022015|04022015|560,01|0|0,00|0|520,80|9|0,00|0,00|0,00|148,32|25,21|0|0|0,00|6,38|29,37|0|0|
|C100|0|1|77|55|00|1|1126881|26150200048785001810550010011268811604979094|03022015|04022015|75,00|0|0,00|0|69,90|9|0,00|0,00|0,00|0,00|0,00|0|0|0,00|0,00|0,00|0|0|
|C100|0|1|77|55|00|1|1126859|26150200048785001810550010011268591604979093|03022015|04022015|66,21|0|0,00|0|60,66|9|0,00|0,00|0,00|0,00|0,00|0|0|2,16|0,00|0,00|0|0|
|C100|0|1|77|55|00|1|1126679|26150200048785001810550010011266791604979095|03022015|04022015|75,80|0|0,00|0|70,60|9|0,00|0,00|0,00|0,00|0,00|0|0|0,90|0,00|0,00|0|0|
|C100|0|1|2|55|00|2|640579|26150204609653000123550020006405791006405797|04022015|04022015|2372,65|0|0,00|0|2274,77|9|0,00|0,00|0,00|615,72|104,67|0|0|0,00|18,34|84,46|0|0|
|C100|0|1|381|55|00|4|4327229|26150208715757000173550040043272291043272299|03022015|04022015|641,17|1|0,00|0|604,49|9|0,00|0,00|4,91|39,21|6,67|0|0|20,98|0,00|0,00|0|0|
|C100|0|1|381|55|00|4|4327230|26150208715757000173550040043272301043272303|03022015|04022015|180,47|1|0,00|0|174,49|9|0,00|0,00|1,41|41,26|7,01|0|0|2,76|0,62|2,87|0|0|
|C100|0|1|381|55|00|4|4327231|26150208715757000173550040043272311043272319|03022015|04022015|395,21|1|0,00|0|370,50|9|0,00|0,00|3,59|39,21|6,67|0|0|17,23|0,00|0,00|0|0|
|C100|0|1|860|55|00|1|688|26150203980816000117550010000006881000006880|02022015|04022015|90,00|0|0,00|0|90,00|9|0,00|0,00|0,00|0,00|0,00|0|0|0,00|1,50|6,84|0|0|
|C100|0|1|862|55|00|1|34287|26150211118835000167550010000342871896386803|02022015|04022015|130,00|0|0,00|0|130,00|9|0,00|0,00|0,00|130,00|22,10|0|0|0,00|0,83|3,80|0|0|
|C100|0|1|838|55|00|1|2267|26150217941630000163550010000022671000181360|03022015|04022015|438,00|0|0,00|0|438,00|9|0,00|0,00|0,00|0,00|0,00|0|0|0,00|0,00|0,00|0|0|
